  -1.5538841e+00  -1.2662466e-01  -1.8912644e+00   5.2406523e+00   5.4649902e-01   1.1288164e+00   1.4242956e+00   4.6263419e-02  -3.9666124e-01   2.8172480e-01  -1.0797750e-01   5.5063055e-01  -7.8401717e-01   1.9406105e+00  -3.4849332e+00  -9.2376431e-01   7.7610212e-01  -1.5601509e+00   3.6027341e-01  -1.3199528e+00   1.7028554e+00  -3.0923087e+00   7.1985518e-01  -1.2066681e-01   6.7476202e-01   2.4035500e-02  -7.3613484e-02  -3.2623392e-01
   2.3917334e+00   5.8082119e-01  -3.6425454e-01   1.3653402e+00  -9.0850553e-02   1.0122399e+00  -2.1189961e+00   2.8520207e-01   4.8021703e-01  -2.9276046e-01   7.7522337e-02   6.6200404e-01   4.4705235e-01   5.0097103e-01  -1.5770463e+00   8.3867262e-01   1.3278788e+00  -7.3165772e+00  -6.6864171e-03  -1.8030750e+00   1.9893574e+00  -2.0906485e+00   9.4155048e-01   1.2711361e+00  -5.0163339e-01   4.0791379e-01  -2.0109234e+00   4.0483389e-01
   3.5287768e+00   6.5728496e-01   8.1942114e+00  -1.1584466e+00   2.0031841e+01  -1.1972457e+00   3.6001840e+00   7.9840165e-02   8.1354880e-01   4.2331191e-01   4.3385336e-01   5.2099350e-01  -4.0577185e-01   1.5265631e+00  -2.6820263e+00  -6.0788651e+00  -3.7537733e+00  -3.5357008e+00   1.4006043e+00   7.4151145e+00  -8.5560078e+00   6.9820333e-01   4.5747257e+00   2.3579628e-01   8.3358093e-02   1.9283410e+00   3.8443542e+00   3.0142906e+00
   1.9708019e+00   3.4364593e+00  -1.4203134e-01  -7.2974986e+00  -9.3860418e-01   7.1800164e-01  -3.0972807e+00   1.1230735e+00  -6.1651598e-01  -9.3967210e-01  -2.3456836e-01  -1.6688522e-01   1.8013937e-01   1.9144103e+00   5.5746645e+00   5.5914467e+00   3.6525582e+00   1.3394056e+00  -8.9051519e-01  -2.9850608e-01  -1.9773203e+00  -1.1046294e+00   7.9183381e-01  -9.0743258e-01  -6.6469225e-02   3.2270589e+00  -4.3962985e-01   4.6319612e-01
   4.5499045e+00  -1.9913635e+00   2.5055509e+00   6.1359192e+00   5.9410085e+00   5.3744346e-02  -2.5929041e-01   1.3992507e-01  -1.3776953e-01  -4.1240052e-03  -3.1851979e-01   1.1727602e+00  -7.9578447e-01   1.4144474e+00  -3.9530590e+00  -1.2391278e+00   2.1036482e+00   6.4305527e-01   4.5895825e-01   1.5392257e+00   1.6729234e+00  -2.6432935e+00  -8.3886347e-01   6.5999955e-01   2.0659072e-01  -6.8374633e-01  -9.4536510e-01   1.7023103e-01
   1.0537065e+01   1.0966987e-01   6.0486988e+00  -5.1323740e+00  -3.1632902e+00   4.9102894e-01  -1.3298567e+01   3.4999345e-01   3.3785758e-01  -6.4099671e-01  -2.4750936e-01  -3.0504313e+00   2.5863647e-01  -2.8915699e+00   4.3213300e+00   8.1134212e+00  -1.2242386e-01  -1.3608830e+01   7.0602014e-01  -3.5252350e+00   3.6027901e+00  -1.9473163e+00  -1.5956771e+00   1.3914688e+00  -6.3713439e-01  -6.9236748e-01  -1.4203717e+00  -1.2074729e+00
  -2.9556499e+00  -6.3674439e-03  -3.1658773e+00  -3.4332002e+00   3.0180690e+00  -5.2278326e-01   5.8245644e+00  -4.6539427e-02   1.2155180e-01  -1.0147296e-01  -4.7749903e-01  -1.9729127e-01   2.5856067e-01   1.3280425e-01   8.4166778e-01   6.8681148e-01  -1.0882266e-01   1.2191459e-01   9.3281118e-01   1.8618301e+00  -2.6144072e+00  -1.8611317e-01   2.6177770e+00   2.7524414e-01  -1.4353835e-01   6.4557283e-01  -8.7491175e-01   2.4812602e-01
   3.7877798e+00   2.5119513e+00   1.8495652e+00   8.5795372e-01   3.0579837e+00   7.4295886e-02  -4.1038283e+00  -1.0953284e-01   5.8216602e-01  -2.2886678e-01   5.2086606e-01   4.5391771e-01   1.0164677e-01  -7.9928887e-02   5.2934608e+00   5.0696234e+00   7.0896944e-01   2.2294395e-01  -1.5049231e-01  -1.5898649e-01  -1.9117040e+00  -6.4042484e-01   1.4391971e+00   5.1570342e-01   1.9300854e-01  -7.1324669e-01  -4.2992889e-01   5.0982242e-01
   1.8857214e+00   1.7453082e+00  -1.5816683e+00  -8.1305749e+00   1.1455269e+00   9.7093201e-01  -5.4056192e-02   4.1400533e-01  -6.0292940e-01   4.0058847e-01  -1.9279214e+00  -1.1908602e+00   8.5400845e-01  -7.9299807e-01   3.6074141e+00   6.7874531e+00  -1.0092250e+00   1.9798275e+00  -2.2117227e-01  -6.6636653e-01  -1.1653841e+00   1.3481765e+00  -3.2460735e+00  -7.4111007e-02  -9.9051930e-01   1.3998023e+00   3.9626142e-01   4.4241415e-01
   1.2379872e+01   1.0979468e+01   1.6987169e+00   3.8024544e+00  -8.1663193e+00   1.5866043e+00  -2.1387078e+01   5.8231518e-02   1.8968251e+00   1.7978328e+00  -1.1571628e-01  -2.8831896e+00   8.4642893e-01  -2.8523740e+00   7.9037555e+00   1.5468002e+01   2.1336553e+01  -1.6503342e+00  -3.1404212e+00  -3.2836965e+00   2.8394090e-01  -4.6289240e+00   2.1190288e+00   3.8661557e-01  -9.9914409e-02   2.7328826e+00  -3.0876187e+00  -1.3986008e+00
